state,year,crashType,bus,heavyRigid,articulated,speedLimit,roadUser,gender,age
WA,2021,Multiple,No,No,No,60,Other,Male,52
NSW,2021,Single,No,No,No,70,Pedestrian,Male,17
WA,2021,Multiple,No,No,No,110,Driver,Male,61
Qld,2021,Multiple,No,No,No,70,Pedestrian,Female,31
WA,2021,Multiple,No,No,No,80,Motorcycle,Female,61
NSW,2021,Single,No,No,No,50,Pedestrian,Female,68
NSW,2021,Single,No,No,No,50,Driver,Male,16
Qld,2021,Single,No,No,No,60,Pedestrian,Male,21
WA,2021,Single,No,No,No,80,Driver,Male,23
NSW,2021,Multiple,No,No,No,60,Pedestrian,Female,16
WA,2021,Single,No,No,No,60,Driver,Female,25
NSW,2021,Single,No,No,No,100,Driver,Male,57
NSW,2021,Single,No,No,No,80,Driver,Male,73
NSW,2021,Multiple,No,No,No,60,Motorcycle,Male,29
NSW,2021,Multiple,No,No,No,50,Pedestrian,Male,6
SA,2021,Single,No,No,No,50,Driver,Male,19
SA,2021,Multiple,No,No,No,110,Driver,Male,67
NSW,2021,Multiple,No,No,No,100,Driver,Male,34
WA,2021,Single,No,No,No,110,Driver,Female,61
WA,2021,Multiple,No,No,No,50,Pedestrian,Male,20
Tas,2021,Multiple,No,No,No,100,Motorcycle,Male,58
WA,2021,Single,No,No,No,80,Motorcycle,Male,57
SA,2021,Single,No,No,No,50,Driver,Male,54
NSW,2021,Multiple,No,No,No,100,Driver,Male,44
NSW,2021,Single,No,No,No,100,Motorcycle,Male,50
NSW,2021,Multiple,No,No,No,100,Passenger,Female,62
Qld,2021,Multiple,No,No,No,100,Passenger,Female,22
WA,2021,Single,No,No,No,110,Driver,Male,54
NT,2021,Single,No,No,No,100,Motorcycle,Male,31
SA,2021,Multiple,No,No,No,50,Other,Male,60
WA,2021,Single,No,No,No,50,Motorcycle,Male,46
WA,2021,Single,No,No,No,110,Passenger,Female,17
NSW,2021,Single,No,No,No,100,Driver,Female,38
NSW,2021,Single,No,No,No,100,Driver,Female,72
SA,2021,Single,No,No,No,40,Pedestrian,Male,89
SA,2021,Single,No,No,No,100,Motorcycle,Male,36
Qld,2021,Single,No,No,No,70,Pedestrian,Male,49
WA,2021,Multiple,No,No,No,70,Driver,Male,32
NSW,2021,Single,No,No,No,100,Passenger,Female,18
Qld,2021,Multiple,No,No,No,70,Pedestrian,Male,37
NSW,2021,Multiple,No,No,No,50,Pedestrian,Male,7
NSW,2021,Multiple,No,No,No,50,Driver,Male,64
NSW,2021,Multiple,No,No,No,50,Pedestrian,Male,40
WA,2021,Single,No,No,No,110,Motorcycle,Male,33
WA,2021,Multiple,No,No,No,50,Motorcycle,Male,37
SA,2021,Single,No,No,No,50,Motorcycle,Male,20
WA,2021,Single,No,No,No,110,Driver,Male,22
Qld,2021,Single,No,No,No,100,Driver,Male,24
Tas,2021,Multiple,No,Yes,No,50,Other,Male,4
NSW,2021,Multiple,No,No,No,100,Driver,Female,18
Qld,2021,Single,No,No,No,100,Driver,Male,32
Qld,2021,Multiple,No,No,Yes,60,Motorcycle,Male,35
NT,2021,Single,No,No,No,40,Driver,Male,28
WA,2021,Single,No,No,No,110,Motorcycle,Male,37
WA,2021,Multiple,No,No,No,90,Passenger,Female,61
NSW,2021,Multiple,No,No,No,80,Driver,Male,19
ACT,2021,Single,No,No,No,100,Passenger,Male,21
SA,2021,Single,No,No,No,100,Driver,Male,30
Qld,2021,Single,No,No,No,70,Driver,Male,37
NSW,2021,Multiple,No,No,No,50,Other,Male,40
Qld,2021,Multiple,No,Yes,No,50,Motorcycle,Male,33
WA,2021,Multiple,No,No,No,110,Pedestrian,Male,57
NSW,2021,Single,No,No,No,100,Motorcycle,Male,69
Qld,2021,Single,No,No,No,100,Driver,Male,34
Qld,2021,Single,No,No,No,100,Driver,Male,51
NSW,2021,Single,No,No,Yes,110,Driver,Male,49
WA,2021,Multiple,No,No,No,90,Driver,Male,82
WA,2021,Multiple,No,No,No,70,Motorcycle,Male,23
WA,2021,Single,No,No,No,110,Driver,Female,53
Qld,2021,Single,No,No,No,100,Motorcycle,Male,47
NT,2021,Single,No,No,No,60,Motorcycle,Male,32
Qld,2021,Single,No,No,No,100,Passenger,Male,39
Qld,2021,Multiple,No,No,No,80,Motorcycle,Male,29
Qld,2021,Single,No,No,Yes,100,Driver,Male,46
WA,2021,Single,No,No,No,110,Driver,Female,59
WA,2021,Multiple,No,No,No,60,Pedestrian,Female,34
Qld,2021,Single,No,No,No,50,Passenger,Male,16
WA,2021,Multiple,No,No,No,50,Motorcycle,Male,17
NSW,2021,Single,No,No,No,60,Motorcycle,Male,31
SA,2020,Single,No,No,No,100,Motorcycle,Female,17
NT,2020,Single,No,No,No,60,Passenger,Male,24
NSW,2020,Single,No,No,No,50,Driver,Male,18
Qld,2020,Single,No,No,No,100,Driver,Male,21
WA,2020,Single,No,No,No,80,Driver,Male,64
NT,2020,Single,No,No,No,60,Passenger,Male,19
SA,2020,Multiple,No,No,Yes,110,Driver,Female,30
WA,2020,Multiple,No,No,Yes,60,Pedestrian,Male,62
SA,2020,Single,No,No,No,110,Driver,Male,21
NSW,2020,Single,No,No,No,60,Driver,Male,56
Qld,2020,Multiple,No,No,No,60,Motorcycle,Male,17
Qld,2020,Multiple,No,No,No,60,Motorcycle,Male,28
NSW,2020,Single,No,No,No,60,Motorcycle,Female,20
NSW,2020,Multiple,No,Yes,No,100,Driver,Male,19
NSW,2020,Single,No,No,No,80,Passenger,Male,18
Qld,2020,Single,No,No,No,60,Driver,Male,26
Qld,2020,Multiple,No,No,No,60,Driver,Female,66
NSW,2020,Multiple,No,No,No,100,Driver,Male,28
NSW,2020,Single,No,No,No,100,Driver,Female,73
WA,2020,Multiple,No,No,No,100,Motorcycle,Male,39
Qld,2020,Multiple,No,Yes,No,80,Driver,Male,61
NSW,2020,Multiple,No,No,No,90,Driver,Female,36
WA,2020,Single,No,No,No,80,Driver,Male,25
WA,2020,Multiple,No,No,Yes,110,Driver,Male,56
NSW,2020,Single,No,No,No,100,Driver,Male,26
Qld,2020,Single,No,No,No,100,Driver,Male,34
Vic,2020,Multiple,No,No,No,60,Motorcycle,Male,57
Vic,2020,Multiple,No,No,No,60,Motorcycle,Male,26
Qld,2020,Single,No,No,No,100,Driver,Male,29
Qld,2020,Single,No,No,No,70,Passenger,Female,19
WA,2020,Multiple,No,No,Yes,110,Driver,Male,58
Qld,2020,Multiple,No,No,Yes,100,Passenger,Female,17
WA,2020,Multiple,No,No,No,70,Motorcycle,Male,53
NSW,2020,Single,No,No,Yes,100,Driver,Male,56
Tas,2020,Single,No,No,No,50,Motorcycle,Male,14
Qld,2020,Multiple,No,No,Yes,100,Driver,Female,62
WA,2020,Single,No,No,No,50,Other,Male,24
Vic,2020,Multiple,No,No,No,50,Passenger,Male,32
Qld,2020,Single,No,No,No,100,Motorcycle,Male,47
Qld,2020,Multiple,No,No,Yes,100,Driver,Female,44
Vic,2020,Multiple,No,No,No,100,Driver,Male,24
WA,2020,Multiple,No,No,Yes,110,Driver,Male,75
Vic,2020,Multiple,No,No,No,100,Other,Male,51
Qld,2020,Single,No,No,No,50,Pedestrian,Female,3
Vic,2020,Single,No,No,No,100,Driver,Male,62
Vic,2020,Single,No,No,No,80,Motorcycle,Male,61
SA,2020,Single,No,No,No,50,Other,Male,75
NSW,2020,Single,No,No,No,100,Passenger,Female,34
Qld,2020,Single,No,No,No,50,Pedestrian,Male,79
Qld,2020,Single,No,No,No,110,Passenger,Male,28
Qld,2020,Single,No,No,No,100,Driver,Male,65
NSW,2020,Single,No,No,No,110,Passenger,Female,59
NSW,2020,Single,Yes,No,No,40,Pedestrian,Female,24
NSW,2020,Single,No,No,No,100,Driver,Female,26
Qld,2020,Multiple,No,No,No,80,Driver,Male,78
Qld,2020,Single,No,No,No,100,Driver,Male,28
Qld,2020,Single,No,No,No,100,Pedestrian,Male,19
SA,2020,Multiple,No,No,No,60,Motorcycle,Male,35
Qld,2020,Multiple,No,No,No,80,Driver,Female,70
Tas,2020,Single,No,No,No,100,Passenger,Male,21
Qld,2020,Single,No,No,No,60,Driver,Male,48
Qld,2020,Multiple,No,No,No,100,Driver,Male,81
SA,2020,Single,No,No,No,50,Pedestrian,Male,36
NSW,2020,Multiple,No,No,No,50,Motorcycle,Male,18
SA,2020,Multiple,No,No,No,60,Driver,Male,82
Vic,2020,Single,No,No,No,100,Driver,Male,81
Qld,2020,Single,No,No,No,100,Driver,Male,76
NSW,2020,Multiple,No,No,No,100,Driver,Male,62
Vic,2020,Single,No,No,No,70,Pedestrian,Female,34
NSW,2020,Multiple,No,No,No,100,Passenger,Female,54
Qld,2020,Single,No,No,No,60,Pedestrian,Male,27
NT,2020,Single,No,No,No,110,Passenger,Male,48
NT,2020,Single,No,No,Yes,110,Pedestrian,Male,65
NSW,2020,Single,No,No,No,50,Pedestrian,Male,10
SA,2020,Single,No,No,No,80,Driver,Male,86
NSW,2020,Multiple,No,Yes,No,70,Pedestrian,Female,10
NSW,2020,Single,No,No,No,100,Driver,Male,81
Qld,2020,Multiple,No,No,No,100,Passenger,Male,79
Qld,2020,Single,No,No,No,100,Driver,Female,35
NSW,2020,Single,No,No,No,100,Passenger,Male,89
Qld,2020,Single,No,No,No,50,Pedestrian,Female,61
NSW,2020,Single,No,No,No,80,Driver,Male,56
Qld,2020,Single,No,No,No,100,Driver,Male,70
NSW,2020,Single,No,No,No,80,Driver,Male,75
Vic,2020,Single,No,No,No,50,Driver,Male,53
Vic,2020,Multiple,No,No,No,100,Driver,Male,83
NT,2020,Single,No,No,No,110,Pedestrian,Male,36
Qld,2020,Multiple,No,No,No,80,Driver,Male,34
NSW,2020,Multiple,No,No,No,50,Passenger,Female,94
SA,2020,Multiple,No,No,No,80,Driver,Male,80
Qld,2020,Multiple,Yes,No,No,80,Driver,Female,84
Qld,2020,Single,No,No,No,50,Motorcycle,Male,28
Vic,2020,Single,No,No,No,60,Pedestrian,Male,19
NSW,2020,Multiple,No,No,No,100,Motorcycle,Male,71
Vic,2020,Single,No,No,Yes,60,Pedestrian,Female,35
NT,2020,Single,No,No,No,80,Passenger,Male,25
Vic,2020,Single,No,No,No,60,Pedestrian,Male,32
WA,2020,Single,No,No,No,110,Driver,Female,88
Vic,2020,Multiple,No,No,No,100,Driver,Male,87
NSW,2020,Single,No,No,No,100,Passenger,Male,28
Vic,2020,Single,No,No,No,60,Motorcycle,Male,40
SA,2020,Multiple,No,No,No,100,Driver,Female,18
SA,2020,Single,No,No,No,50,Driver,Male,68
NT,2020,Multiple,No,No,No,110,Driver,Female,75
SA,2020,Single,No,No,No,100,Driver,Male,46
WA,2020,Multiple,No,No,No,110,Passenger,Female,2
WA,2020,Multiple,No,No,No,60,Motorcycle,Male,58
Qld,2020,Single,No,No,No,100,Passenger,Female,18
SA,2020,Multiple,No,No,No,50,Driver,Female,59
NSW,2020,Single,No,No,No,100,Motorcycle,Male,40
Vic,2020,Multiple,No,Yes,No,60,Driver,Male,80
WA,2020,Multiple,No,No,No,110,Driver,Female,57
Qld,2020,Multiple,No,No,No,100,Motorcycle,Male,53
Vic,2020,Multiple,No,No,No,100,Other,Male,47
NSW,2020,Single,No,No,No,50,Pedestrian,Male,57
WA,2020,Single,No,No,No,110,Driver,Male,40
Vic,2020,Multiple,No,No,No,60,Driver,Female,75
Qld,2020,Multiple,No,No,No,80,Motorcycle,Male,54
Qld,2020,Single,No,No,Yes,100,Driver,Male,61
Qld,2020,Single,No,No,No,100,Driver,Male,50
SA,2020,Multiple,Yes,No,No,60,Motorcycle,Male,23
NSW,2020,Multiple,No,No,No,80,Other,Male,52
NSW,2020,Single,No,No,No,100,Driver,Female,44
Qld,2020,Multiple,No,No,Yes,100,Driver,Male,44
NSW,2020,Multiple,No,No,No,50,Pedestrian,Female,19
WA,2020,Single,No,No,No,110,Motorcycle,Male,48
Qld,2020,Single,No,No,No,100,Pedestrian,Male,33
SA,2020,Multiple,No,No,No,110,Driver,Male,75
Qld,2020,Single,No,No,No,60,Pedestrian,Male,51
Qld,2020,Multiple,No,No,Yes,100,Driver,Male,61
WA,2020,Single,No,No,No,80,Driver,Male,25
WA,2020,Single,No,No,No,110,Passenger,Male,17
NSW,2020,Multiple,No,No,No,90,Driver,Male,42
SA,2020,Multiple,No,No,No,110,Passenger,Female,55
Qld,2020,Multiple,No,No,Yes,100,Driver,Male,64
SA,2020,Multiple,No,No,No,60,Motorcycle,Male,53
Vic,2020,Multiple,No,No,No,100,Motorcycle,Male,62
WA,2020,Multiple,No,No,Yes,110,Passenger,Female,51
SA,2020,Single,No,No,No,100,Driver,Male,16
SA,2020,Multiple,No,No,No,110,Passenger,Male,80
NSW,2020,Single,No,No,No,100,Driver,Male,46
Tas,2020,Single,No,No,No,100,Pedestrian,Male,29
NSW,2020,Single,No,No,No,100,Driver,Male,44
Qld,2020,Multiple,No,No,No,80,Motorcycle,Male,53
WA,2020,Multiple,No,No,No,110,Driver,Male,36
Qld,2020,Multiple,No,No,Yes,100,Driver,Male,27
NSW,2020,Single,No,No,No,100,Driver,Male,29
NSW,2020,Multiple,No,Yes,No,50,Other,Male,37
Qld,2020,Single,No,No,No,60,Motorcycle,Male,26
NSW,2020,Single,No,No,No,60,Driver,Male,17
WA,2020,Single,No,No,No,80,Motorcycle,Male,42
Qld,2020,Single,No,No,No,100,Passenger,Male,13
WA,2020,Single,No,No,No,110,Driver,Female,17
Qld,2020,Single,No,No,No,100,Driver,Male,20
WA,2020,Multiple,No,No,Yes,110,Driver,Female,58
Qld,2020,Single,No,No,No,100,Passenger,Female,4
Qld,2020,Multiple,No,No,No,60,Motorcycle,Male,29
WA,2020,Multiple,No,No,No,110,Passenger,Female,31
NSW,2020,Multiple,No,Yes,No,100,Driver,Male,72
SA,2020,Single,No,No,No,100,Passenger,Female,20
WA,2020,Multiple,No,No,No,80,Pedestrian,Male,37
NSW,2020,Multiple,No,No,No,80,Motorcycle,Male,28
NSW,2020,Single,No,No,No,100,Driver,Male,55
NSW,2020,Multiple,No,Yes,No,60,Motorcycle,Male,20
WA,2020,Single,No,No,No,50,Passenger,Male,52
WA,2020,Single,No,No,No,80,Passenger,Female,19
Qld,2020,Multiple,No,No,Yes,100,Driver,Male,39
NT,2020,Single,No,No,No,80,Driver,Male,30
NSW,2020,Multiple,No,Yes,No,100,Passenger,Female,33
NSW,2020,Multiple,No,No,No,60,Driver,Female,51
NSW,2020,Multiple,No,No,Yes,100,Driver,Female,28
WA,2020,Single,No,No,No,50,Passenger,Female,15
SA,2020,Multiple,No,No,No,110,Driver,Female,77
NSW,2020,Single,No,No,No,60,Passenger,Male,15
Qld,2020,Multiple,No,No,No,100,Motorcycle,Male,28
Vic,2020,Single,No,No,No,50,Other,Male,34
SA,2020,Single,No,No,No,100,Driver,Male,37
NSW,2020,Single,No,No,No,60,Motorcycle,Male,23
Vic,2020,Single,No,No,No,60,Passenger,Female,23
WA,2020,Single,No,No,No,80,Driver,Male,51
NSW,2020,Multiple,No,No,No,60,Driver,Male,32
Tas,2020,Multiple,No,No,No,50,Motorcycle,Male,26
Vic,2020,Single,No,No,No,100,Driver,Female,44
NSW,2020,Multiple,No,No,No,100,Motorcycle,Male,39
NSW,2020,Single,No,No,No,100,Driver,Male,60
NSW,2020,Single,No,No,No,60,Driver,Male,19
Qld,2020,Single,No,No,No,60,Driver,Male,19
Qld,2020,Multiple,No,No,Yes,100,Driver,Male,23
NSW,2020,Multiple,No,No,No,60,Other,Male,27
Vic,2020,Single,No,No,No,60,Driver,Male,29
Vic,2020,Single,No,No,No,50,Driver,Male,17
NSW,2020,Single,No,No,No,100,Driver,Male,23
NSW,2020,Multiple,No,No,No,100,Motorcycle,Male,31
Qld,2020,Single,No,No,No,60,Motorcycle,Male,40
WA,2020,Single,No,No,No,110,Passenger,Female,1
WA,2020,Single,No,No,No,90,Driver,Male,41
NSW,2020,Multiple,No,No,No,80,Driver,Female,29
WA,2020,Single,No,No,No,110,Driver,Male,25
Qld,2020,Multiple,No,No,No,60,Motorcycle,Male,34
WA,2020,Single,No,No,No,110,Driver,Male,17
WA,2020,Single,No,No,No,110,Pedestrian,Male,25
WA,2020,Multiple,No,No,No,50,Motorcycle,Male,62
WA,2020,Single,No,No,No,110,Pedestrian,Male,52
Tas,2020,Multiple,No,No,No,110,Passenger,Female,71
Qld,2020,Single,No,No,No,100,Driver,Female,39
Tas,2020,Multiple,No,No,No,50,Driver,Male,50
NSW,2020,Multiple,No,No,No,100,Driver,Male,25
NSW,2020,Multiple,No,No,No,60,Motorcycle,Male,32
ACT,2020,Single,No,No,No,50,Passenger,Female,16
Qld,2020,Single,No,No,No,80,Motorcycle,Male,39
WA,2020,Single,No,No,No,50,Driver,Male,59
SA,2020,Single,No,No,No,80,Motorcycle,Male,19
SA,2020,Single,No,No,No,80,Driver,Male,22
WA,2020,Single,No,No,No,110,Pedestrian,Female,19
Vic,2020,Single,No,No,No,100,Driver,Female,36
WA,2020,Single,No,No,No,110,Driver,Male,31
WA,2020,Single,No,No,No,110,Driver,Male,24
Qld,2020,Multiple,No,No,No,80,Passenger,Female,90
NSW,2020,Single,No,No,No,100,Driver,Male,17
Tas,2020,Multiple,No,No,No,110,Driver,Male,48
Qld,2020,Multiple,No,No,No,80,Driver,Male,25
Qld,2020,Single,No,No,No,100,Passenger,Female,59
Vic,2020,Single,No,No,No,60,Driver,Male,25
NSW,2020,Multiple,No,No,No,100,Motorcycle,Male,64
NT,2020,Multiple,No,No,No,80,Driver,Female,24
Qld,2020,Multiple,No,No,Yes,100,Driver,Male,28
Qld,2020,Multiple,No,No,No,110,Driver,Male,28
Qld,2020,Single,No,No,No,100,Motorcycle,Male,45
Qld,2020,Multiple,No,No,No,60,Motorcycle,Male,38
Qld,2020,Single,No,No,No,60,Driver,Male,29
NSW,2020,Single,No,No,No,50,Driver,Male,18
Vic,2020,Multiple,No,No,No,40,Motorcycle,Male,36
Qld,2020,Multiple,No,No,No,80,Motorcycle,Female,27
Vic,2020,Multiple,No,No,No,100,Passenger,Female,48
Qld,2020,Single,No,No,Yes,100,Driver,Male,56
NSW,2020,Single,No,No,No,80,Motorcycle,Male,41
NT,2020,Single,No,No,No,70,Pedestrian,Male,37
WA,2020,Single,No,No,No,90,Driver,Male,18
Qld,2020,Single,No,No,No,100,Driver,Male,75
Qld,2020,Multiple,No,No,Yes,100,Driver,Female,39
Vic,2020,Single,No,No,No,110,Pedestrian,Male,59
NSW,2020,Single,No,No,No,80,Driver,Male,38
SA,2020,Single,No,No,No,50,Pedestrian,Female,37
Tas,2020,Multiple,No,No,No,110,Passenger,Female,15
Qld,2020,Single,No,No,No,80,Motorcycle,Male,47
Vic,2020,Single,No,No,No,100,Driver,Male,21
Vic,2020,Multiple,No,No,Yes,100,Driver,Male,50
Qld,2020,Multiple,No,No,No,80,Motorcycle,Male,63
NSW,2020,Single,No,Yes,No,110,Pedestrian,Male,39
NSW,2020,Single,No,No,No,100,Driver,Male,18
Qld,2020,Multiple,No,No,No,100,Driver,Female,79
NSW,2020,Single,No,No,No,110,Driver,Male,35
Qld,2020,Single,No,No,Yes,110,Pedestrian,Female,47
WA,2020,Multiple,No,Yes,No,70,Driver,Male,27
WA,2020,Single,No,No,No,110,Driver,Male,65
Qld,2020,Multiple,No,No,No,60,Passenger,Female,53
Qld,2020,Single,No,No,No,80,Driver,Male,40
Qld,2020,Single,No,No,No,90,Driver,Female,29
NSW,2020,Single,No,No,No,80,Motorcycle,Male,81
Qld,2020,Single,No,No,No,60,Passenger,Male,16
Vic,2020,Single,No,No,Yes,110,Driver,Male,28
Vic,2020,Multiple,No,No,Yes,50,Motorcycle,Male,25
SA,2020,Single,No,No,No,60,Driver,Male,80
NSW,2020,Single,No,No,No,40,Driver,Male,50
WA,2020,Multiple,Yes,No,No,50,Other,Male,54
NT,2020,Multiple,No,No,No,60,Motorcycle,Male,47
Qld,2020,Multiple,No,No,No,100,Driver,Female,43
NSW,2020,Multiple,No,No,No,80,Motorcycle,Male,52
NSW,2020,Multiple,No,Yes,No,100,Passenger,Female,37
Vic,2020,Multiple,No,No,No,80,Driver,Male,78
WA,2020,Single,No,No,No,100,Driver,Male,60
Vic,2020,Multiple,No,Yes,No,70,Passenger,Female,69
Vic,2020,Single,No,No,No,100,Driver,Male,52
Qld,2020,Single,No,No,No,70,Pedestrian,Male,59
Qld,2020,Single,No,No,No,80,Driver,Male,22
Vic,2020,Multiple,No,Yes,No,70,Driver,Male,72
Vic,2020,Multiple,No,No,Yes,100,Passenger,Male,8
NSW,2020,Single,No,No,No,110,Driver,Male,56
Qld,2020,Multiple,No,No,No,80,Driver,Female,32
Tas,2020,Multiple,No,No,No,80,Driver,Female,83
Vic,2020,Multiple,No,No,No,100,Driver,Male,19
NSW,2020,Single,No,No,No,50,Pedestrian,Male,92
SA,2020,Single,No,No,No,80,Driver,Male,30
SA,2020,Single,No,No,No,100,Driver,Male,59
Qld,2020,Multiple,No,Yes,No,80,Driver,Male,23
Vic,2020,Multiple,No,No,No,60,Driver,Male,73
WA,2020,Multiple,No,Yes,No,110,Driver,Male,48
Qld,2020,Single,No,No,No,110,Pedestrian,Female,32
Vic,2020,Single,No,No,No,110,Driver,Male,43
Vic,2020,Single,No,No,No,50,Pedestrian,Male,73
Vic,2020,Single,No,No,No,100,Motorcycle,Male,40
NSW,2020,Multiple,No,No,No,50,Motorcycle,Male,18
Vic,2020,Multiple,No,No,Yes,100,Driver,Female,33
SA,2020,Single,No,No,No,110,Passenger,Female,35
Vic,2020,Multiple,No,No,No,110,Driver,Female,52
WA,2020,Single,No,No,No,80,Motorcycle,Male,35
Tas,2020,Multiple,No,No,No,100,Passenger,Female,52
NSW,2020,Multiple,No,No,Yes,110,Driver,Male,57
Vic,2020,Single,No,No,No,100,Driver,Female,60
NSW,2020,Single,No,Yes,No,100,Driver,Male,68
NSW,2020,Multiple,No,No,No,100,Driver,Female,72
Qld,2020,Multiple,No,No,No,80,Driver,Male,56
WA,2020,Single,No,No,No,110,Motorcycle,Male,58
NSW,2020,Multiple,No,No,No,80,Driver,Male,84
NSW,2020,Single,No,No,No,100,Driver,Female,31
Qld,2020,Multiple,No,No,No,100,Driver,Male,52
NSW,2020,Multiple,Yes,No,No,40,Motorcycle,Male,43
Vic,2020,Single,No,No,No,50,Driver,Female,53
NSW,2020,Multiple,No,No,No,100,Driver,Female,69
NSW,2020,Multiple,No,No,No,70,Motorcycle,Male,45
Qld,2020,Multiple,No,No,Yes,80,Driver,Female,45
NSW,2020,Multiple,No,No,No,50,Driver,Female,83
Qld,2020,Single,No,No,No,100,Driver,Male,31
NSW,2020,Single,No,No,No,100,Driver,Male,84
Qld,2020,Multiple,Yes,No,No,60,Motorcycle,Male,45
Qld,2020,Single,No,No,No,70,Driver,Male,21
WA,2020,Single,No,No,No,80,Motorcycle,Male,53
Qld,2020,Multiple,No,No,No,60,Driver,Male,50
Vic,2020,Single,No,No,No,60,Other,Female,20
Vic,2020,Single,No,No,No,80,Driver,Male,46
Qld,2020,Single,No,No,No,100,Driver,Male,38
Qld,2020,Single,No,No,No,100,Driver,Male,30
NSW,2020,Single,No,No,No,40,Pedestrian,Male,55
NSW,2020,Single,No,No,No,70,Driver,Male,38
NSW,2020,Multiple,No,No,No,70,Motorcycle,Female,52
SA,2020,Single,No,No,No,80,Motorcycle,Male,31
NSW,2020,Single,No,No,Yes,100,Pedestrian,Male,26
WA,2020,Multiple,No,No,No,50,Pedestrian,Female,37
SA,2020,Multiple,No,No,No,100,Driver,Male,75
NSW,2020,Multiple,No,No,No,70,Driver,Female,22
NSW,2020,Multiple,No,No,Yes,50,Driver,Female,39
WA,2020,Multiple,No,No,No,110,Passenger,Male,29
Vic,2020,Single,No,No,No,100,Driver,Male,61
NSW,2020,Single,No,No,No,50,Driver,Male,32
Vic,2020,Single,No,No,No,50,Pedestrian,Male,1
NSW,2020,Multiple,No,Yes,No,80,Motorcycle,Male,70
Qld,2020,Multiple,No,No,No,60,Driver,Male,76
WA,2020,Multiple,No,No,No,90,Driver,Male,33
NSW,2020,Multiple,No,No,No,100,Passenger,Female,97
NSW,2020,Multiple,No,No,No,60,Motorcycle,Male,36
Vic,2020,Multiple,No,No,No,100,Driver,Male,71
ACT,2020,Single,No,No,No,100,Driver,Male,40
Qld,2020,Single,No,No,No,60,Driver,Male,31
Qld,2020,Single,No,No,No,100,Driver,Male,25
NSW,2020,Single,No,No,No,110,Driver,Male,32
NSW,2020,Single,No,No,No,100,Driver,Male,58
Qld,2020,Multiple,No,No,No,60,Driver,Male,50
Qld,2020,Multiple,No,No,No,80,Driver,Male,72
Vic,2020,Single,No,No,No,100,Passenger,Male,21
Qld,2020,Multiple,No,No,No,80,Passenger,Female,70
Vic,2020,Multiple,No,No,No,70,Driver,Female,64
Qld,2020,Single,No,No,No,60,Driver,Female,72
Qld,2020,Single,No,No,No,100,Passenger,Female,23
Vic,2020,Multiple,No,No,No,60,Passenger,Male,16
NSW,2020,Single,No,No,No,70,Passenger,Male,22
NSW,2020,Single,No,No,No,70,Driver,Male,23
NSW,2020,Multiple,No,No,No,100,Passenger,Female,4
Vic,2020,Single,No,No,No,100,Driver,Male,21
Qld,2020,Multiple,No,No,Yes,100,Driver,Female,28
Qld,2020,Single,No,No,No,80,Motorcycle,Male,29
NSW,2020,Multiple,No,No,No,60,Motorcycle,Female,27
Vic,2020,Multiple,No,No,No,80,Driver,Male,21
SA,2020,Multiple,No,No,Yes,100,Driver,Female,21
NSW,2020,Multiple,No,No,No,80,Motorcycle,Male,52
Qld,2020,Single,No,No,No,100,Driver,Male,57
NSW,2020,Single,No,No,No,100,Driver,Male,31
Qld,2020,Single,No,No,No,60,Driver,Male,25
ACT,2020,Multiple,No,No,No,80,Passenger,Male,30
Vic,2020,Multiple,No,No,No,80,Driver,Male,27
WA,2020,Multiple,No,No,No,60,Motorcycle,Male,43
Qld,2020,Multiple,No,No,Yes,100,Driver,Male,18
Vic,2020,Single,No,No,No,100,Driver,Male,20
Qld,2020,Single,No,No,No,100,Driver,Male,45
WA,2020,Single,No,No,No,110,Driver,Male,66
WA,2020,Single,No,No,No,80,Driver,Female,67
WA,2020,Multiple,No,No,No,90,Passenger,Male,33
Qld,2020,Multiple,No,No,No,60,Driver,Male,22
NSW,2020,Single,No,No,No,50,Driver,Male,17
NSW,2020,Single,No,No,No,100,Motorcycle,Male,28
WA,2020,Single,No,No,No,70,Driver,Male,51
NSW,2020,Multiple,No,No,No,50,Driver,Male,20
NSW,2020,Multiple,No,No,No,60,Motorcycle,Male,24
NT,2020,Single,No,No,No,110,Passenger,Female,39
Vic,2020,Single,No,No,No,100,Driver,Male,28
Qld,2020,Multiple,No,No,No,60,Passenger,Male,21
NSW,2020,Multiple,No,No,Yes,100,Passenger,Male,78
Qld,2020,Multiple,No,No,No,60,Passenger,Female,17
Qld,2020,Single,No,No,No,60,Driver,Male,21
NSW,2020,Single,No,No,No,60,Passenger,Male,19
Qld,2020,Single,No,No,No,70,Passenger,Female,17
Qld,2020,Single,No,No,No,50,Passenger,Male,18
NSW,2020,Multiple,No,No,No,100,Driver,Male,32
NT,2020,Single,No,No,No,130,Driver,Male,18
NSW,2020,Multiple,No,No,Yes,100,Driver,Female,75
NT,2020,Single,No,No,No,100,Passenger,Female,7
NSW,2020,Multiple,No,Yes,No,60,Driver,Male,32
WA,2020,Single,No,No,No,110,Driver,Male,35
Vic,2020,Multiple,No,No,No,100,Passenger,Female,23
NT,2020,Single,No,No,No,130,Passenger,Male,52
NSW,2020,Single,No,No,No,80,Driver,Male,51
WA,2020,Single,No,No,No,80,Driver,Male,58
NSW,2020,Multiple,No,No,No,70,Driver,Male,84
Qld,2020,Single,No,No,No,80,Driver,Male,29
